SNR,Bw,Power,OSR,fs,Adc,gm,Io,Vn
59.7567042215438,10000,0.00241999462150538,64,1114304.72101904,35.6492300151117,3.22525723361388e-05,0.00115237839119304,4.50141906521833e-08
85.4156233300938,10000,0.0075954542982757,128,3377940.25157861,228.773308895833,0.000425176891195438,0.00361688299917891,4.0692284844042e-11
58.725733911546,10000,0.0154967512958606,512,10240000,204.26596399798,3.06937490087341e-05,0.00737940537898124,2.01033257514118e-08
65.4737141996927,23269.1816877636,0.000381972160987729,64,2592895.90089248,21.145768357281,0.000721983456661531,0.000181891505232252,1.42354021686252e-09
51.2097247453049,54145.4816418154,0.000443183834872039,512,55444973.2012189,148.093331111283,8.84255353469059e-05,0.000211039921367638,7.04031876907897e-08
67.2668314131629,10000,0.000346621239769049,64,1114304.72101904,38.7375961779035,9.44512154140388e-05,0.000165057733223357,1.7935602066111e-10
83.155863021635,10000,0.00385258333589453,128,3377940.25157861,29.8363737939323,0.000345077408700047,0.00183456349328311,4.62183302638751e-11
57.0885643089803,10000,0.000376026996142361,512,10240000,115.277490604895,6.19460316997098e-05,0.000179060474353505,3.09021742527863e-09
67.094765337489,10000,0.00872221920998678,64,1114304.72101904,115.148585582166,0.00033712882628927,0.00415343771904133,8.21633103135381e-11
85.4375112759946,10000,0.00659867954916106,128,3377940.25157861,462.217913274894,0.000330107024713189,0.00314222835674336,1.80612726855498e-11
52.8354009974762,10000,0.000365252612300564,512,10240000,156.668030454363,0.000302897807651095,0.000173929815381221,1.17305410359795e-08
66.8211563082413,23269.1816877636,0.00235672888244373,64,2592895.90089248,46.8406228568079,0.000307168504277285,0.00112225184878273,4.83959190274939e-09
59.7889282408997,125992.104989487,0.000680758034501157,64,14039359.7400912,305.555940416417,0.000443760812312465,0.000324170492619599,1.86085037634009e-10
66.6917842941678,10000,0.00409023601558526,64,1114304.72101904,205.930077030251,0.0009249216237515,0.00194773143599298,3.30076722202358e-08
60.6198512708691,10000,0.000505902336514905,512,10240000,38.3679115224118,0.00025246286815821,0.000240905874530907,1.10385491628563e-10
66.9084573520698,23269.1816877636,0.00150912523299949,64,2592895.90089248,72.9965509644819,0.000215118471387574,0.00071863106333309,2.38465195969356e-09
62.8511160625877,54145.4816418154,0.00317127763039232,64,6033456.58153246,21.5941851055786,0.000215305848392645,0.00151013220494872,1.78186807686693e-10
66.0737288060882,125992.104989487,0.00307745747332303,64,14039359.7400912,24.9021477228454,0.000995774016079392,0.00146545593967763,4.9152176825831e-10
